,county_fips,state_officer_id,asian_stop_percentage,asian_stops,black_stop_percentage,black_stops,other_stop_percentage,other_stops,white_stop_percentage,white_stops,total_population,white,black,asian,hispanic,other,white_percentage,black_percentage,hispanic_percentage,asian_percentage,other_percentage
4191,28149,msC056,,,1.0,1.0,,,,,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4192,28149,msC058,,,,,,,1.0,1.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4193,28149,msC060,,,0.4666666666666667,28.0,0.016666666666666666,1.0,0.5166666666666667,31.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4194,28149,msC061,,,,,,,1.0,1.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4195,28149,msC062,,,0.6091205211726385,187.0,0.019543973941368076,6.0,0.3713355048859935,114.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4196,28149,msC070,,,1.0,1.0,,,,,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4197,28149,msD009,,,1.0,1.0,,,,,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4198,28149,msD055,,,1.0,1.0,,,,,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4199,28149,msF027,,,1.0,1.0,,,,,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4200,28149,msG808,,,,,,,1.0,1.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4201,28149,msH001,,,0.14285714285714285,1.0,,,0.8571428571428571,6.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4202,28149,msK022,,,0.4,2.0,,,0.6,3.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4203,28149,msM020,,,,,,,1.0,2.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4204,28149,msM031,,,1.0,2.0,,,,,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4205,28149,msR008,,,0.5,1.0,,,0.5,1.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4206,28149,msR024,,,1.0,1.0,,,,,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4207,28149,msU011,,,0.625,5.0,,,0.375,3.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4208,28149,msU061,,,0.6153846153846154,8.0,,,0.38461538461538464,5.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4209,28149,msU071,,,0.6521739130434783,45.0,,,0.34782608695652173,24.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4210,28149,msW003,,,1.0,3.0,,,,,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136
4211,28151,msB014,,,,,,,1.0,1.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4212,28151,msB018,,,1.0,1.0,,,,,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4213,28151,msB032,,,0.8333333333333334,5.0,,,0.16666666666666666,1.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4214,28151,msB033,,,1.0,1.0,,,,,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4215,28151,msB112,,,0.8787878787878788,29.0,,,0.12121212121212122,4.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4216,28151,msB122,,,0.8333333333333334,5.0,,,0.16666666666666666,1.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4217,28151,msC055,,,0.2564102564102564,10.0,,,0.7435897435897436,29.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4218,28151,msC070,,,,,,,1.0,2.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4219,28151,msD000,,,,,,,1.0,2.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4220,28151,msD003,,,0.8333333333333334,10.0,,,0.16666666666666666,2.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4221,28151,msD004,,,0.7619047619047619,16.0,,,0.23809523809523808,5.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4222,28151,msD005,,,1.0,1.0,,,,,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4223,28151,msD006,,,0.44594594594594594,33.0,0.013513513513513514,1.0,0.5405405405405406,40.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4224,28151,msD007,,,0.625,5.0,,,0.375,3.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4225,28151,msD008,,,0.2857142857142857,2.0,0.14285714285714285,1.0,0.5714285714285714,4.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4226,28151,msD010,,,0.5454545454545454,6.0,0.09090909090909091,1.0,0.36363636363636365,4.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4227,28151,msD011,,,0.8333333333333334,10.0,,,0.16666666666666666,2.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4228,28151,msD012,,,0.5714285714285714,4.0,,,0.42857142857142855,3.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4229,28151,msD013,,,1.0,4.0,,,,,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
