,county_fips,state_officer_id,asian_stop_percentage,asian_stops,black_stop_percentage,black_stops,hispanic_stop_percentage,hispanic_stops,other_stop_percentage,other_stops,white_stop_percentage,white_stops,total_population,white,black,asian,hispanic,other,white_percentage,black_percentage,hispanic_percentage,asian_percentage,other_percentage
0,09001,ct1000001878,0.011363636363636364,1.0,0.045454545454545456,4.0,0.09090909090909091,8.0,,,0.8522727272727273,75.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
1,09001,ct1000001885,0.03896103896103896,30.0,0.18571428571428572,143.0,0.21558441558441557,166.0,,,0.5597402597402598,431.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
2,09001,ct1000001893,,,,,0.14285714285714285,1.0,,,0.8571428571428571,6.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
3,09001,ct1000001897,0.009433962264150943,1.0,0.10377358490566038,11.0,0.1509433962264151,16.0,,,0.7358490566037735,78.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
4,09001,ct1000001898,,,,,,,,,1.0,2.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
5,09001,ct1000001904,,,0.49097472924187724,136.0,0.17689530685920576,49.0,,,0.33212996389891697,92.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
6,09001,ct1000001911,0.011111111111111112,1.0,0.2777777777777778,25.0,0.3111111111111111,28.0,,,0.4,36.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
7,09001,ct1000001918,,,0.03686635944700461,8.0,0.12903225806451613,28.0,,,0.8341013824884793,181.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
8,09001,ct1000001920,,,,,,,,,1.0,3.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
9,09001,ct1000001924,,,0.3,3.0,,,,,0.7,7.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
10,09001,ct1000001930,,,,,,,,,1.0,3.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
11,09001,ct1000001931,0.005405405405405406,1.0,0.3891891891891892,72.0,0.11891891891891893,22.0,,,0.4864864864864865,90.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
12,09001,ct1000001940,,,,,0.25,2.0,,,0.75,6.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
13,09001,ct1000001941,,,0.45454545454545453,10.0,0.13636363636363635,3.0,,,0.4090909090909091,9.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
14,09001,ct1000001952,,,0.05,1.0,0.05,1.0,,,0.9,18.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
15,09001,ct1000001995,,,,,,,,,1.0,1.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
16,09001,ct1000001998,0.00980392156862745,1.0,0.2549019607843137,26.0,0.21568627450980393,22.0,,,0.5196078431372549,53.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
17,09001,ct1000002098,,,,,,,,,1.0,3.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
18,09001,ct1000002141,,,,,0.1,1.0,,,0.9,9.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
19,09001,ct1000002146,,,,,,,,,1.0,1.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
20,09001,ct1000002209,,,0.13829787234042554,13.0,0.10638297872340426,10.0,0.02127659574468085,2.0,0.7340425531914894,69.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
21,09001,ct1000002217,,,0.11940298507462686,8.0,0.07462686567164178,5.0,,,0.8059701492537313,54.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
22,09001,ct1000002218,,,,,0.5,1.0,,,0.5,1.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
23,09001,ct1000002220,0.005714285714285714,1.0,0.2571428571428571,45.0,0.24,42.0,,,0.49714285714285716,87.0,941618,598017,98457,47323,186247,6900,0.6350951235001879,0.10456151008158297,0.1977946470861857,0.050257110632974306,0.007327812340035981
