,county_fips,state_officer_id,black_stop_percentage,black_stops,hispanic_stop_percentage,hispanic_stops,other_stop_percentage,other_stops,white_stop_percentage,white_stops,total_population,white,black,asian,hispanic,other,white_percentage,black_percentage,hispanic_percentage,asian_percentage,other_percentage
4548,45055,sc92,,,,,,,1.0,1.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4549,45055,sc98,1.0,3.0,,,,,,,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4550,45055,scA-118,,,,,,,1.0,3.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4551,45055,scA-51,0.34063718241699154,2534.0,0.021239413899717705,158.0,0.006586906842317516,49.0,0.6315364968409732,4698.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4552,45055,scA-54,0.2857142857142857,8.0,0.03571428571428571,1.0,,,0.6785714285714286,19.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4553,45055,scA-83,0.3161764705882353,129.0,0.00980392156862745,4.0,0.0024509803921568627,1.0,0.6715686274509803,274.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4554,45055,scA108,0.4047923322683706,1267.0,0.024920127795527155,78.0,0.008626198083067093,27.0,0.5616613418530352,1758.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4555,45055,scA111,0.21428571428571427,3.0,,,,,0.7857142857142857,11.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4556,45055,scA113,0.125,1.0,,,,,0.875,7.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4557,45055,scA114,1.0,2.0,,,,,,,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4558,45055,scA142,1.0,1.0,,,,,,,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4559,45055,scA153,0.38028169014084506,81.0,0.03286384976525822,7.0,0.018779342723004695,4.0,0.568075117370892,121.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4560,45055,scA157,0.33622235505080694,2250.0,0.029139270771069935,195.0,0.015242080095636582,102.0,0.6193962940824865,4145.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4561,45055,scA162,0.3735926305015353,365.0,0.028659160696008188,28.0,0.0010235414534288639,1.0,0.5967246673490276,583.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4562,45055,scA32,0.3735581188997338,2526.0,0.026619343389529725,180.0,0.009464655427388346,64.0,0.5903578822833481,3992.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4563,45055,scA55,,,,,,,1.0,2.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4564,45055,scA57,0.3659305993690852,812.0,0.0423614240648941,94.0,0.011716989634970707,26.0,0.57999098693105,1287.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4565,45055,scA62,,,,,,,1.0,1.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4566,45055,scA77,0.625,5.0,,,,,0.375,3.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4567,45055,scA78,,,,,,,1.0,7.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4568,45055,scA95,0.34713144517066086,478.0,0.03122730573710966,43.0,0.015250544662309368,21.0,0.6063907044299202,835.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4569,45055,scBPS051,0.34807692307692306,181.0,0.057692307692307696,30.0,0.009615384615384616,5.0,0.5846153846153846,304.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4570,45055,scBPS052,1.0,1.0,,,,,,,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4571,45055,scBPSO48,0.5,1.0,,,,,0.5,1.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4572,45055,scC4,,,,,,,1.0,1.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4573,45055,scF11,0.5,1.0,,,,,0.5,1.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4574,45055,scF25,,,,,,,1.0,1.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4575,45055,scF8,0.4258064516129032,330.0,0.02967741935483871,23.0,0.003870967741935484,3.0,0.5406451612903226,419.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4576,45055,scL19,0.25,4.0,,,,,0.75,12.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4577,45055,scL28,0.3333333333333333,5.0,,,,,0.6666666666666666,10.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4578,45055,scL47,0.2755102040816326,27.0,,,0.02040816326530612,2.0,0.7040816326530612,69.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4579,45055,scL48,0.3048458149779736,346.0,0.048458149779735685,55.0,0.0026431718061674008,3.0,0.6440528634361233,731.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4580,45055,scL54,,,,,,,1.0,4.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4581,45055,scL6,0.3333333333333333,2.0,,,,,0.6666666666666666,4.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4582,45055,scS-110,0.43564356435643564,88.0,0.024752475247524754,5.0,0.04455445544554455,9.0,0.49504950495049505,100.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4583,45055,scS-23,0.3,3.0,,,,,0.7,7.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4584,45055,scS5,0.3961038961038961,61.0,0.032467532467532464,5.0,0.006493506493506494,1.0,0.564935064935065,87.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4585,45055,scS69,0.4608085808580858,1117.0,0.019389438943894388,47.0,0.004125412541254125,10.0,0.5156765676567657,1250.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4586,45055,scS7,0.42452830188679247,360.0,0.0294811320754717,25.0,0.014150943396226415,12.0,0.5318396226415094,451.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4587,45055,scS70,0.23076923076923078,3.0,0.07692307692307693,1.0,,,0.6923076923076923,9.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4588,45055,scS95,0.29306930693069305,148.0,0.041584158415841586,21.0,0.011881188118811881,6.0,0.6534653465346535,330.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4589,45055,scSTP-1,1.0,1.0,,,,,,,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4590,45055,scSTPC1,,,,,,,1.0,1.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4591,45055,scSTPF1,0.6842105263157895,13.0,,,,,0.3157894736842105,6.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4592,45055,scSTPO114,1.0,2.0,,,,,,,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
4593,45055,scSTPO37,0.5214557305812059,960.0,0.004888647474198805,9.0,0.010320478001086366,19.0,0.46333514394350894,853.0,63090,43596,15300,303,2905,142,0.6910128388017118,0.24251069900142652,0.046045332065303535,0.004802662862577271,0.002250752892692978
