,county_fips,state_officer_id,asian_stop_percentage,asian_stops,black_stop_percentage,black_stops,hispanic_stop_percentage,hispanic_stops,other_stop_percentage,other_stops,white_stop_percentage,white_stops,total_population,white,black,asian,hispanic,other,white_percentage,black_percentage,hispanic_percentage,asian_percentage,other_percentage
0,04001,az103,,,,,,,1.0,1.0,,,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
1,04001,az1030,1.0,1.0,,,,,,,,,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
2,04001,az1885,,,,,,,,,1.0,1.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
3,04001,az2610,0.008176795580110497,37.0,0.0061878453038674034,28.0,0.020552486187845304,93.0,0.6499447513812154,2941.0,0.3151381215469613,1426.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
4,04001,az3441,,,,,0.5,1.0,,,0.5,1.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
5,04001,az3645,0.0625,2.0,0.09375,3.0,0.15625,5.0,0.21875,7.0,0.46875,15.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
6,04001,az4001,,,,,,,,,1.0,1.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
7,04001,az4009,,,0.3333333333333333,1.0,,,,,0.6666666666666666,2.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
8,04001,az4231,,,,,1.0,2.0,,,,,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
9,04001,az4317,0.5,1.0,,,,,,,0.5,1.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
10,04001,az4389,0.0625,7.0,0.044642857142857144,5.0,0.08928571428571429,10.0,0.42857142857142855,48.0,0.375,42.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
11,04001,az4438,,,,,,,,,1.0,2.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
12,04001,az4467,0.007332205301748449,13.0,0.011844331641285956,21.0,0.12239142695995488,217.0,0.05358150028200789,95.0,0.8048505358150028,1427.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
13,04001,az4492,0.020114942528735632,14.0,0.01867816091954023,13.0,0.07758620689655173,54.0,0.24281609195402298,169.0,0.6408045977011494,446.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
14,04001,az4573,,,,,1.0,1.0,,,,,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
15,04001,az4575,0.004098360655737705,1.0,0.01639344262295082,4.0,0.16393442622950818,40.0,0.00819672131147541,2.0,0.8073770491803278,197.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
16,04001,az4693,0.11219512195121951,46.0,0.06097560975609756,25.0,0.22439024390243903,92.0,0.06585365853658537,27.0,0.5365853658536586,220.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
17,04001,az4695,,,,,,,,,1.0,1.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
18,04001,az4726,,,,,,,,,1.0,1.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
19,04001,az4733,,,,,0.2,1.0,0.2,1.0,0.6,3.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
20,04001,az4735,,,,,,,,,1.0,1.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
21,04001,az4737,,,,,,,,,1.0,1.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
22,04001,az4778,0.038461538461538464,1.0,,,0.15384615384615385,4.0,0.34615384615384615,9.0,0.46153846153846156,12.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
23,04001,az4951,,,,,,,,,1.0,1.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
24,04001,az5008,0.018867924528301886,4.0,,,0.04716981132075472,10.0,0.06132075471698113,13.0,0.8726415094339622,185.0,72346,13436,352,259,4717,52697,0.18571862991734167,0.004865507422663312,0.06520056395654217,0.003580018245652835,0.7284023995797971
