,county_fips,state_officer_id,asian_stop_percentage,asian_stops,black_stop_percentage,black_stops,hispanic_stop_percentage,hispanic_stops,other_stop_percentage,other_stops,white_stop_percentage,white_stops,total_population,white,black,asian,hispanic,other,white_percentage,black_percentage,hispanic_percentage,asian_percentage,other_percentage
0,26001,mi17463,,,,,,,,,1.0,1.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
1,26001,mi17505,,,,,,,,,1.0,31.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
2,26001,mi17628,,,,,,,,,1.0,1.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
3,26001,mi18162,,,,,,,,,1.0,1.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
4,26001,mi18222,,,,,,,,,1.0,1.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
5,26001,mi18385,,,,,,,,,1.0,1.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
6,26001,mi18478,,,,,,,,,1.0,2.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
7,26001,mi18507,,,,,,,,,1.0,1.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
8,26001,mi18566,,,0.5,1.0,,,,,0.5,1.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
9,26001,mi18725,,,0.009009009009009009,1.0,,,,,0.990990990990991,110.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
10,26001,mi18917,,,,,,,,,1.0,9.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
11,26001,mi19913,,,0.2,1.0,,,,,0.8,4.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
12,26001,mi32862,,,,,,,,,1.0,1.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
13,26001,mi36633,,,,,,,,,1.0,2.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
14,26001,mi37777,,,,,,,,,1.0,5.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
15,26001,mi38364,,,,,,,,,1.0,1.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
16,26001,mi38370,,,,,,,,,1.0,1.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
17,26001,mi38418,,,,,,,,,1.0,2.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
18,26001,mi45603,,,0.018867924528301886,1.0,,,0.018867924528301886,1.0,0.9622641509433962,51.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
19,26001,mi45692,,,,,,,,,1.0,7.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
20,26001,mi57983,,,,,,,,,1.0,1.0,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
21,26001,mi775,,,,,,,1.0,1.0,,,10461,10057,26,43,152,60,0.9613803651658541,0.002485422043781665,0.014530159640569735,0.004110505687792754,0.005735589331803843
22,26003,mi17510,,,,,,,,,1.0,4.0,9396,7941,688,18,146,253,0.8451468710089399,0.07322264793529161,0.015538527032779907,0.0019157088122605363,0.026926351638995316
23,26003,mi17537,,,,,,,,,1.0,13.0,9396,7941,688,18,146,253,0.8451468710089399,0.07322264793529161,0.015538527032779907,0.0019157088122605363,0.026926351638995316
24,26003,mi17604,0.02040816326530612,1.0,0.04081632653061224,2.0,,,,,0.9387755102040817,46.0,9396,7941,688,18,146,253,0.8451468710089399,0.07322264793529161,0.015538527032779907,0.0019157088122605363,0.026926351638995316
25,26003,mi17685,0.03773584905660377,4.0,0.03773584905660377,4.0,0.009433962264150943,1.0,0.009433962264150943,1.0,0.9056603773584906,96.0,9396,7941,688,18,146,253,0.8451468710089399,0.07322264793529161,0.015538527032779907,0.0019157088122605363,0.026926351638995316
26,26003,mi17707,,,,,,,,,1.0,1.0,9396,7941,688,18,146,253,0.8451468710089399,0.07322264793529161,0.015538527032779907,0.0019157088122605363,0.026926351638995316
27,26003,mi17816,,,,,,,,,1.0,1.0,9396,7941,688,18,146,253,0.8451468710089399,0.07322264793529161,0.015538527032779907,0.0019157088122605363,0.026926351638995316
28,26003,mi17866,,,,,,,,,1.0,3.0,9396,7941,688,18,146,253,0.8451468710089399,0.07322264793529161,0.015538527032779907,0.0019157088122605363,0.026926351638995316
