county_fips,asian_stop_percentage,asian_stops,black_stop_percentage,black_stops,other_stop_percentage,other_stops,white_stop_percentage,white_stops,total_population,white,black,asian,hispanic,other,white_percentage,black_percentage,hispanic_percentage,asian_percentage,other_percentage,white_difference,black_difference,asian_difference,other_difference
28085,,,0.3649484536082474,1416.0,0.013402061855670102,52.0,0.6216494845360825,2412.0,34691,23316,10688,242,349,6,0.6721051569571359,0.30809143581908854,0.010060246173359084,0.006975872704736099,0.00017295552160502724,-0.05045567242105342,0.05685701778915886,,0.013229106334065075
28087,0.001537042729787888,5.0,0.528435290501076,1719.0,0.01168152474638795,38.0,0.45834614202274826,1491.0,59785,31395,26017,552,1193,133,0.5251317220038472,0.43517604750355443,0.01995483817010956,0.009233085222045663,0.002224638287195785,-0.06678557998109891,0.09325924299752153,-0.0076960424922577755,0.009456886459192165
28089,,,0.6699314397649363,1368.0,0.016160626836434867,33.0,0.31390793339862877,641.0,101791,56854,38790,2464,2942,364,0.5585366093269543,0.3810749476869271,0.028902358754703265,0.02420646226090715,0.003575954652179466,-0.2446286759283255,0.2888564920780092,,0.0125846721842554
28091,,,0.5146443514644351,123.0,,,0.48535564853556484,116.0,25810,16797,8305,108,362,72,0.6507942657884541,0.32177450600542423,0.014025571483920961,0.004184424641611778,0.0027896164277411858,-0.16543861725288928,0.19286984545901087,,
28093,0.004464285714285714,1.0,0.6071428571428571,136.0,0.013392857142857142,3.0,0.375,84.0,36196,17322,17294,37,1403,49,0.4785611669797768,0.4777876008398718,0.03876118908166648,0.0010222123991601281,0.0013537407448336832,-0.1035611669797768,0.12935525630298528,0.0034420733151255857,0.012039116398023459
28095,0.0006608761329305136,7.0,0.532666163141994,5642.0,0.01104607250755287,117.0,0.4556268882175227,4826.0,36029,24190,10974,33,435,33,0.6714035915512504,0.30458797080129896,0.012073607371839351,0.0009159288351050542,0.0009159288351050542,-0.21577670333372773,0.22807819234069504,-0.0002550527021745406,0.010130143672447816
28097,0.0014522218995062445,5.0,0.466744118501307,1607.0,0.01597444089456869,55.0,0.5158292187046181,1776.0,10353,5413,4632,26,151,0,0.5228436202067034,0.4474065488264271,0.014585144402588622,0.00251134936733314,0.0,-0.007014401502085321,0.019337569674879873,-0.0010591274678268955,0.01597444089456869
28099,,,0.29473684210526313,28.0,0.18947368421052632,18.0,0.5157894736842106,49.0,29474,17423,6260,127,584,4595,0.591131166451788,0.21239058152948362,0.019814073420641922,0.004308882404831377,0.1559001153559069,-0.0753416927675774,0.08234626057577951,,0.03357356885461943
28101,,,0.4656956688386355,1215.0,0.04752778842468379,124.0,0.4867765427366807,1270.0,21652,13425,6568,51,436,1047,0.6200351006835396,0.30334380195824867,0.02013670792536486,0.0023554406059486423,0.04835581008682801,-0.13325855794685892,0.16235186688038683,,-0.0008280216621442196
28103,,,0.6666666666666666,20.0,,,0.3333333333333333,10.0,11098,2923,7682,3,439,51,0.26338078933141107,0.6921967922148134,0.03955667687871688,0.0002703189763921427,0.004595422598666426,0.06995254400192225,-0.02553012554814682,,
28105,0.0007380073800738007,3.0,0.46888068880688805,1906.0,0.015990159901599015,65.0,0.5143911439114391,2091.0,49424,28167,18243,1465,843,99,0.5699053091615409,0.3691121722240207,0.017056490773713177,0.029641469731304628,0.002003075428941405,-0.05551416525010178,0.09976851658286734,-0.028903462351230827,0.01398708447265761
28107,0.0011179429849077697,2.0,0.46338736724427054,829.0,0.0184460592509782,33.0,0.5170486305198435,925.0,34319,16306,17198,4,650,8,0.47513039424225645,0.5011218275590781,0.018939945802616626,0.00011655351263148694,0.00023310702526297387,0.04191823627758706,-0.03773446031480754,0.0010013894722762828,0.018212952225715225
28109,,,0.32397660818713453,277.0,0.016374269005847954,14.0,0.6596491228070176,564.0,55167,45259,7150,178,1655,143,0.8203998767379049,0.12960646763463665,0.029999818732213097,0.003226566606848297,0.002592129352692733,-0.16075075393088734,0.19437014055249788,,0.013782139653155221
28111,0.0012578616352201257,1.0,0.32075471698113206,255.0,0.011320754716981131,9.0,0.6666666666666666,530.0,12174,9447,2436,8,158,17,0.7759980285855101,0.20009857072449483,0.012978478725151963,0.0006571381632988336,0.0013964185970100215,-0.10933136191884352,0.12065614625663723,0.0006007234719212921,0.00992433611997111
28113,0.001182033096926714,5.0,0.4808510638297872,2034.0,0.013711583924349883,58.0,0.5042553191489362,2133.0,39939,17727,21076,194,634,189,0.44385187410801474,0.5277047497433586,0.01587420816745537,0.0048574075465084255,0.004732216630361301,0.06040344504092143,-0.046853685913571363,-0.0036753744495817116,0.008979367293988582
28115,0.0005865102639296188,1.0,0.2715542521994135,463.0,0.030498533724340176,52.0,0.6973607038123167,1189.0,30862,23877,4641,97,1968,51,0.773669885295833,0.15037910699241785,0.06376774026310673,0.0031430237832933707,0.001652517659257339,-0.07630918148351629,0.12117514520699563,-0.002556513519363752,0.028846016065082837
28117,,,0.15942028985507245,330.0,0.014009661835748793,29.0,0.8265700483091788,1711.0,25339,21107,3394,46,328,0,0.832984727100517,0.13394372311456648,0.012944472946840839,0.001815383401081337,0.0,-0.006414678791338169,0.025476566740505968,,0.014009661835748793
28119,0.002607561929595828,4.0,0.5410691003911343,830.0,0.009778357235984355,15.0,0.44654498044328556,685.0,7634,2121,5379,7,94,0,0.2778359968561698,0.7046109510086456,0.012313335079905684,0.0009169504846738276,0.0,0.16870898358711578,-0.16354185061751125,0.0016906114449220001,0.009778357235984355
28121,,,0.5027624309392266,182.0,0.016574585635359115,6.0,0.48066298342541436,174.0,147930,111218,29330,1683,3898,406,0.7518285675657406,0.19826945176772798,0.026350300817954437,0.011377002636382073,0.0027445413371189075,-0.2711655841403262,0.3044929791714986,,0.013830044298240208
28123,0.00019245573518090838,1.0,0.4330254041570439,2250.0,0.05254041570438799,273.0,0.5142417244033872,2672.0,28268,14153,10630,308,3039,128,0.5006721381066931,0.37604358284986555,0.10750672138106693,0.010895712466393094,0.004528088297721806,0.013569586296694136,0.056981821307178326,-0.010703256731212186,0.04801232740666619
28125,,,0.46748193440800445,841.0,0.01500833796553641,27.0,0.5175097276264592,931.0,4662,1189,3430,19,18,6,0.255040755040755,0.7357357357357357,0.003861003861003861,0.004075504075504076,0.001287001287001287,0.2624689725857042,-0.26825380132773124,,0.013721336678535123
28127,0.0002841716396703609,1.0,0.47570332480818417,1674.0,0.011651037226484797,41.0,0.5123614663256607,1803.0,27279,16812,9659,5,483,8,0.6162982514021775,0.35408189449759886,0.01770592763664357,0.0001832911763627699,0.00029326588218043186,-0.10393678507651682,0.12162143031058531,0.00010088046330759099,0.011357771344304365
28129,,,0.2878787878787879,76.0,0.015151515151515152,4.0,0.696969696969697,184.0,16137,12037,4005,15,43,0,0.7459255127966784,0.24818739542665924,0.002664683646278738,0.0009295408068414204,0.0,-0.048955815826981386,0.03969139245212866,,0.015151515151515152
28131,0.00234192037470726,7.0,0.3148210103713617,941.0,0.024757443961191034,74.0,0.65807962529274,1967.0,17995,13851,3501,24,315,117,0.7697138093914976,0.1945540427896638,0.017504862461794942,0.001333703806612948,0.006501806057238122,-0.11163418409875758,0.12026696758169789,0.001008216568094312,0.01825563790395291
28133,0.00025246149962130775,1.0,0.7838929563241606,3105.0,0.009845998485231003,39.0,0.20600858369098712,816.0,27424,6705,20157,25,434,0,0.2444938739789965,0.7350131271878646,0.015825554259043174,0.000911610268378063,0.0,-0.03848529028800937,0.04887982913629596,-0.0006591487687567553,0.009845998485231003
28135,,,0.6734177215189874,266.0,0.005063291139240506,2.0,0.32151898734177214,127.0,14776,5290,6882,214,2243,88,0.3580129940443963,0.465755278830536,0.1518002165674066,0.014482945316729832,0.005955603681645912,-0.03649400670262415,0.20766244268845135,,-0.0008923125424054055
28137,0.0004967709885742673,1.0,0.46199701937406856,930.0,0.017386984600099353,35.0,0.5201192250372578,1047.0,28338,18414,8663,73,704,29,0.6497988566589032,0.30570259016162044,0.024842967040722704,0.0025760462982567576,0.0010233608582115887,-0.12967963162164542,0.15629442921244813,-0.0020792753096824904,0.016363623741887764
28139,,,0.2262532981530343,343.0,0.024406332453825858,37.0,0.7493403693931399,1136.0,22061,17098,3645,75,1118,15,0.7750328634241421,0.16522369792847105,0.050677666470241606,0.0033996645664294456,0.0006799329132858891,-0.025692494031002266,0.061029600224563246,,0.02372639954053997
28141,0.00117096018735363,2.0,0.05444964871194379,93.0,0.00819672131147541,14.0,0.9361826697892272,1599.0,19503,18251,470,22,561,69,0.9358047479874891,0.024098856586166232,0.028764805414551606,0.0011280315848843769,0.003537917243501,0.0003779218017380126,0.03035079212577756,4.292860246925311e-05,0.00465880406797441
28143,,,1.0,4.0,,,,,10407,2057,8050,57,179,35,0.19765542423368887,0.7735178245411742,0.0171999615643317,0.005477082732776016,0.003363120976265975,,0.22648217545882576,,
28145,0.0003937007874015748,1.0,0.2251968503937008,572.0,0.03031496062992126,77.0,0.7440944881889764,1890.0,27989,22048,4030,218,1290,69,0.7877380399442638,0.14398513701811425,0.046089535174532854,0.007788774161277645,0.0024652542070098967,-0.043643551755287446,0.08121171337558655,-0.00739507337387607,0.027849706422911364
28147,0.0005452562704471102,1.0,0.5136314067611778,942.0,0.0059978189749182115,11.0,0.4798255179934569,880.0,14812,7808,6764,48,77,22,0.5271401566297597,0.4566567647853092,0.005198487712665407,0.0032406157169862274,0.0014852822036186875,-0.04731463863630275,0.0569746419758686,-0.0026953594465391174,0.0045125367712995235
28149,,,0.4612304331998544,1267.0,0.006552602839461231,18.0,0.5322169639606844,1462.0,47834,22970,23123,391,1193,35,0.48020236651753984,0.4834009282100598,0.024940418948864826,0.008174102103106576,0.0007316971192039136,0.05201459744314457,-0.022170495010205404,,0.005820905720257317
28151,0.001438331535418914,4.0,0.5296655879180151,1473.0,0.011506652283351312,32.0,0.45738942826321466,1272.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193,0.199073845762805,-0.18576125134136556,-0.004071253914359883,0.009519924444583492
28153,0.00046029919447640965,2.0,0.3574223245109321,1553.0,0.022094361334867665,96.0,0.6200230149597238,2694.0,20517,11956,8082,15,327,45,0.5827362674854998,0.3939172393624799,0.015938002631963738,0.0007311010381634742,0.0021933031144904225,0.037286747474224,-0.03649491485154782,-0.00027080184368706453,0.019901058220377243
28155,,,0.3710691823899371,59.0,0.018867924528301886,3.0,0.610062893081761,97.0,9922,7743,1903,16,148,26,0.7803870187462205,0.1917960088691796,0.014916347510582543,0.001612578109252167,0.002620439427534771,-0.17032412566445954,0.17927317352075747,,0.016247485100767116
28157,,,0.7906976744186046,34.0,,,0.20930232558139536,9.0,9233,2584,6566,3,32,35,0.27986569912271203,0.711144806671721,0.003465829091302935,0.0003249214773096502,0.0037907505686125853,-0.07056337354131667,0.07955286774688364,,
28159,0.0009023234829686443,4.0,0.5089104443943153,2256.0,0.024137153169411233,107.0,0.46605007895330475,2066.0,18519,9357,8850,0,211,89,0.505264863113559,0.477887574923052,0.011393703763702143,0.0,0.004805875047248771,-0.03921478416025426,0.031022869471263315,0.0009023234829686443,0.01933127812216246
28161,0.00911854103343465,3.0,0.5288753799392097,174.0,0.0121580547112462,4.0,0.44984802431610943,148.0,12380,7230,4876,25,182,28,0.5840064620355412,0.3938610662358643,0.01470113085621971,0.0020193861066235864,0.002261712439418417,-0.13415843771943176,0.13501431370334543,0.0070991549268110635,0.009896342271827783
28163,,,0.6151251054259207,2188.0,0.008152937868990722,29.0,0.37672195670508857,1340.0,27719,9989,16282,135,1073,38,0.360366535589307,0.5873949276669432,0.03870991016991955,0.004870305566578881,0.0013709008261481295,0.016355421115781588,0.02773017775897746,,0.006782037042842593
