county_fips,asian_stop_percentage,asian_stops,black_stop_percentage,black_stops,hispanic_stop_percentage,hispanic_stops,other_stop_percentage,other_stops,white_stop_percentage,white_stops,total_population,white,black,asian,hispanic,other,white_percentage,black_percentage,hispanic_percentage,asian_percentage,other_percentage,white_difference,black_difference,hispanic_difference,asian_difference,other_difference
12001,0.017203404328115644,1609.0,0.2428470618424429,22713.0,0.09640963134034727,9017.0,0.02203618167821401,2061.0,0.6215037208108801,58128.0,256581,160261,50045,14865,25007,1924,0.624601977543154,0.1950456191222265,0.09746239978798119,0.057934921136015526,0.0074986066778132444,-0.0030982567322739296,0.047801442720216386,-0.0010527684476339116,-0.04073151680789988,0.014537575000400767
12003,0.010666079350596231,339.0,0.2530598118491017,8043.0,0.043608218229871314,1386.0,0.01466192618695529,466.0,0.6780039643834754,21549.0,27312,22420,3790,178,651,95,0.8208845928529585,0.1387668424135911,0.023835676625659052,0.006517281780902167,0.003478324545987112,-0.14288062846948302,0.1142929694355106,0.01977254160421226,0.004148797569694064,0.01118360164096818
12005,0.008074421601594748,802.0,0.13699333507842862,13607.0,0.027183214868211746,2700.0,0.015504500332239293,1540.0,0.8122445281195256,80677.0,178361,138564,18777,4008,11127,1498,0.7768738681662472,0.1052752563620971,0.062384714147151,0.022471280156536464,0.008398697024573758,0.03537065995327848,0.03171807871633152,-0.03520149927893926,-0.014396858554941716,0.0071058033076655345
12007,0.006286067600989283,61.0,0.1875515251442704,1820.0,0.048227535037098104,468.0,0.012469084913437758,121.0,0.7454657873042044,7234.0,26919,20132,5182,166,1070,34,0.7478732493777629,0.19250343623462982,0.03974887625840484,0.006166648092425424,0.0012630484044726773,-0.002407462073558464,-0.004951911090359418,0.008478658778693263,0.00011941950856385851,0.011206036508965081
12009,0.014186495577426187,911.0,0.1520804783854491,9766.0,0.1304970723807151,8380.0,0.03232839167808646,2076.0,0.6709075619783231,43083.0,560683,424991,55160,12891,55195,3136,0.7579880253191197,0.09838001152166197,0.0984424353868407,0.022991601314824955,0.005593178320013269,-0.08708046334079655,0.05370046686378714,0.0320546369938744,-0.008805105737398768,0.02673521335807319
12011,0.012603398687245743,4737.0,0.2510117041061484,94343.0,0.30633948027276764,115138.0,0.03774368034141189,14186.0,0.39230173659242623,147447.0,1863780,731447,507221,64151,536626,14107,0.39245350846129906,0.27214639066842655,0.28792346736202773,0.034419834959061694,0.007569026387234545,-0.00015177186887282978,-0.021134686562278127,0.01841601291073991,-0.021816436271815953,0.03017465395417734
12013,0.005272157309774865,37.0,0.15104018238814476,1060.0,0.03861499002564833,271.0,0.012396694214876033,87.0,0.792675976061556,5563.0,14550,11235,1915,93,885,157,0.7721649484536083,0.1316151202749141,0.060824742268041236,0.006391752577319588,0.010790378006872853,0.020511027607947763,0.019425062113230668,-0.022209752242392904,-0.0011195952675447226,0.0016063162080031806
12015,0.00878296823236344,342.0,0.10899098590102468,4244.0,0.18821746834792882,7329.0,0.019158170471763526,746.0,0.6748504070469196,26278.0,169642,143591,9391,1929,11759,572,0.8464354346211433,0.055357753386543425,0.06931656075735962,0.011371004821919101,0.003371806510180262,-0.17158502757422378,0.05363323251448126,0.1189009075905692,-0.0025880365895556614,0.015786363961583266
12017,0.006622237219503965,157.0,0.04302345199932512,1020.0,0.03825712839547832,907.0,0.01176817951746246,279.0,0.9003290028682301,21345.0,140453,124822,3957,2278,7462,462,0.8887101023118054,0.02817312552953657,0.05312809267156985,0.016218948687461286,0.0032893565819170825,0.011618900556424783,0.014850326469788549,-0.014870964276091532,-0.009596711467957321,0.008478822935545378
12019,0.014035617265318443,372.0,0.1481285843646242,3926.0,0.07436613341382432,1971.0,0.01467702988228192,389.0,0.7487926350739511,19846.0,200346,150014,19155,5857,19613,1104,0.7487746199075599,0.09560959539995807,0.09789564054186257,0.029234424445708923,0.005510466892276362,1.8015166391216475e-05,0.05251898896466613,-0.02352950712803825,-0.01519880718039048,0.00916656299000556
12021,0.011458862366683595,1444.0,0.14807643473844592,18660.0,0.33130713560182834,41750.0,0.02488572879634332,3136.0,0.48427183849669886,61026.0,348236,223646,23593,4401,94205,1337,0.6422253873809716,0.0677500315877738,0.27052056651236517,0.01263798113922742,0.003839350325641232,-0.1579535488842727,0.08032640315067212,0.06078656908946317,-0.0011791187725438256,0.02104637847070209
12023,0.011354139650154174,788.0,0.25579954468170946,17753.0,0.08626552548917898,5987.0,0.019235756894613987,1335.0,0.6273450332843434,43539.0,68198,49972,11984,581,4058,138,0.7327487609607319,0.17572362825889323,0.05950321123786621,0.008519311416757089,0.0020235197513123553,-0.1054037276763885,0.08007591642281622,0.02676231425131277,0.0028348282333970857,0.017212237143301633
12027,0.00709034376543748,244.0,0.12041960886874147,4144.0,0.16310696539098596,5613.0,0.01368668817016825,471.0,0.6956963938046669,23941.0,35134,19338,4534,81,10951,119,0.5504070131496556,0.12904878465304265,0.3116923777537428,0.002305459099447828,0.0033870325041270564,0.1452893806550113,-0.008629175784301182,-0.14858541236275685,0.004784884665989652,0.010299655666041194
12029,0.00527831094049904,110.0,0.08747600767754318,1823.0,0.03301343570057581,688.0,0.009404990403071018,196.0,0.864827255278311,18023.0,16084,13678,1207,65,634,65,0.850410345685153,0.07504352151206167,0.03941805521014673,0.004041283262869933,0.004041283262869933,0.014416909593158,0.01243248616548151,-0.0064046195095709135,0.0012370276776291073,0.005363707140201085
