county_fips,asian_stop_percentage,asian_stops,black_stop_percentage,black_stops,hispanic_stop_percentage,hispanic_stops,other_stop_percentage,other_stops,white_stop_percentage,white_stops,total_population,white,black,asian,hispanic,other,white_percentage,black_percentage,hispanic_percentage,asian_percentage,other_percentage,white_difference,black_difference,hispanic_difference,asian_difference,other_difference
50001,0.00982673907421774,228.0,0.014955607275234893,347.0,0.0078010516334798725,181.0,0.0009050943884147918,21.0,0.9665115076286527,22425.0,36926,34381,360,707,824,163,0.9310783729621405,0.009749228186101933,0.022314900070411092,0.019146400909927964,0.004414233873151709,0.03543313466651221,0.00520637908913296,-0.01451384843693122,-0.009319661835710223,-0.003509139484736917
50003,0.008864855281237535,200.0,0.017641062009662693,398.0,0.008687558175612783,196.0,0.0004432427640618767,10.0,0.9643632817694251,21757.0,36503,34618,191,211,674,69,0.9483604087335288,0.005232446648220694,0.01846423581623428,0.005780346820809248,0.0018902555954305126,0.016002873035896314,0.012408615361442,-0.009776677640621498,0.0030845084604282863,-0.001447012831368636
50005,0.007172743574417215,120.0,0.012074118350268977,202.0,0.007112970711297071,119.0,0.001315002988643156,22.0,0.9723251643753735,16267.0,30859,29395,245,210,442,127,0.9525584108363848,0.007939336984348164,0.014323212028905668,0.006805145986584141,0.004115493049029456,0.019766753538988713,0.004134781365920813,-0.007210241317608597,0.0003675975878330738,-0.0028004900603863002
50007,0.016381265149738058,419.0,0.026038001407459536,666.0,0.009695832355930878,248.0,0.001446555633747752,37.0,0.9464383454531238,24208.0,160510,143797,3971,5628,3638,587,0.8958756463771728,0.02473989159553922,0.02266525450127718,0.03506323593545573,0.0036570930160114636,0.05056269907595101,0.0012981098119203179,-0.0129694221453463,-0.018681970785717674,-0.0022105373822637114
50009,0.004545454545454545,6.0,0.006060606060606061,8.0,0.0015151515151515152,2.0,0.0007575757575757576,1.0,0.9871212121212121,1303.0,6173,5907,43,42,87,20,0.9569091203628706,0.006965818888708893,0.014093633565527296,0.006803823100599384,0.0032399157621901833,0.030212091758341497,-0.0009052128281028327,-0.012578482050375782,-0.002258368555144839,-0.0024823400046144256
50011,0.006774932748829332,136.0,0.015293414366842683,307.0,0.0052306466075520575,105.0,0.002042442961044137,41.0,0.9706585633157317,19485.0,48625,45859,201,91,734,465,0.9431156812339332,0.0041336760925449875,0.015095115681233933,0.00187146529562982,0.009562982005141388,0.02754288208179856,0.011159738274297695,-0.009864469073681876,0.004903467453199512,-0.007520539044097252
50013,0.005660377358490566,3.0,0.01509433962264151,8.0,0.0037735849056603774,2.0,,,0.9754716981132076,517.0,6945,6476,0,39,129,74,0.9324694024478042,0.0,0.018574514038876888,0.005615550755939525,0.010655147588192944,0.04300229566540337,0.01509433962264151,-0.014800929133216512,4.482660255104073e-05,
50015,0.00404040404040404,36.0,0.010101010101010102,90.0,0.004489337822671156,40.0,0.0003367003367003367,3.0,0.9810325476992143,8741.0,25136,23854,199,145,473,216,0.9489974538510503,0.007916931890515596,0.018817632081476767,0.00576861871419478,0.00859325270528326,0.032035093848164053,0.0021840782104945063,-0.01432829425880561,-0.0017282146737907398,-0.008256552368582923
50017,0.013655715318499477,340.0,0.017591774439714034,438.0,0.00988031167162021,246.0,0.0009237689774279058,23.0,0.9579484295927384,23851.0,28897,27672,149,143,386,160,0.9576080561996055,0.005156244592864311,0.013357788005675329,0.0049486105824134,0.005536906945357649,0.0003403733931328645,0.012435529846849723,-0.003477476334055119,0.008707104736086078,-0.004613137967929743
50019,0.005904761904761905,62.0,0.007619047619047619,80.0,0.004666666666666667,49.0,0.00028571428571428574,3.0,0.9815238095238096,10306.0,27076,25881,122,88,421,162,0.9558649726695229,0.004505835426207712,0.015548825528143006,0.003250110799231792,0.005983158516767617,0.025658836854286715,0.003113212192839907,-0.010882158861476338,0.002654651105530113,-0.005697444231053331
50021,0.008292370164565079,194.0,0.018038042316734344,422.0,0.005599487069886728,131.0,0.0002992092327420389,7.0,0.9677708912160718,22641.0,60133,57594,378,485,857,197,0.9577769278100211,0.006286065887283189,0.01425174197196215,0.008065454908286631,0.0032760713751184872,0.009993963406050743,0.011751976429451156,-0.008652254902075423,0.00022691525627844752,-0.0029768621423764486
50023,0.01594470408043043,406.0,0.023406511408710678,596.0,0.01056434827003888,269.0,0.002434905549228292,62.0,0.9476495306915917,24130.0,58963,55693,440,450,1118,147,0.9445414921221783,0.007462306870410257,0.01896104336617879,0.007631904753828672,0.0024930888862506996,0.0031080385694134405,0.01594420453830042,-0.00839669509613991,0.008312799326601759,-5.818333702240766e-05
50025,0.02043078872347165,774.0,0.030936543131665082,1172.0,0.017104846373139058,648.0,0.0005543237250554324,21.0,0.9309734980466687,35269.0,43609,40856,352,503,1161,114,0.9368708294159462,0.00807172831296292,0.02662294480497145,0.011534316310853264,0.0026141392831754914,-0.005897331369277503,0.022864814818702162,-0.009518098431832392,0.008896472412618385,-0.0020598155581200593
50027,0.01848625102096379,679.0,0.027007895453307923,992.0,0.010481894908793902,385.0,0.0007078682276068608,26.0,0.9433160903893275,34648.0,55894,53171,399,465,863,175,0.9512827852721222,0.007138512183776434,0.01543993988621319,0.008319318710416145,0.0031309263963931726,-0.007966694882794667,0.01986938326953149,-0.004958044977419288,0.010166932310547643,-0.002423058168786312
