,county_fips,asian_population,asian_percentage,asian_stop_percentage,asian_stops,black_population,black_percentage,black_stop_percentage,black_stops,hispanic_population,hispanic_percentage,hispanic_stop_percentage,hispanic_stops,other_population,other_percentage,other_stop_percentage,other_stops,total_population,white_population,white_percentage,white_stop_percentage,white_stops,total_stops,white_stop_proportion_excess,black_stop_proportion_excess,hispanic_stop_proportion_excess,asian_stop_proportion_excess,other_stop_proportion_excess,location_text
12,53025,898,0.009704960553334054,0.0330188679245283,4172.0,604,0.006527612666162325,0.026560719260478663,3356.0,39300,0.4247271155300984,0.2132930226668355,26950.0,831,0.008980871068842537,0.004052171710776245,512.0,92530,51364,0.555106451961526,0.7230752184373813,91362.0,126352.0,0.3025883880151643,3.068979061543197,-0.49781161864218104,2.40226709249065,-0.5487997010852876,"Census Tract 101, Grant County, Washington"
13,53027,1145,0.016074010641135433,0.03451239491848629,3855.0,744,0.010444597307427738,0.0228381632780956,2551.0,7055,0.09904117473642833,0.06631214245427443,7407.0,3170,0.04450184605449721,0.01774411588286377,1982.0,71233,56988,0.8000224614995859,0.8585931834662799,95904.0,111699.0,0.07321134691256947,1.186600651597559,-0.33045884572000983,1.1470929495445703,-0.6012723638220709,"Census Tract 2, Grays Harbor County, Washington"
14,53029,3594,0.04486163294346735,0.03403111196466296,1772.0,2385,0.029770449240447867,0.041002496639139616,2135.0,6064,0.07569308351952866,0.0342423660457077,1783.0,1360,0.016976021369815138,0.008277318993662377,431.0,80113,64659,0.8070974748168213,0.8824467063568273,45949.0,52070.0,0.09335827937896513,0.37728847515781627,-0.5476156545152077,-0.24142056960905844,-0.5124111348975927,"Census Tract 9701, Island County, Washington"
15,53031,482,0.015890284508620973,0.03315092115218807,1884.0,267,0.008802294530709128,0.014921433724551741,848.0,1158,0.03817624369498567,0.02229417043514983,1267.0,620,0.020439785052582995,0.01388326793475392,789.0,30333,26912,0.8872185408630864,0.9157502067533564,52043.0,56831.0,0.032158554602019995,0.6951754650442996,-0.41601979981917137,1.0862383637122837,-0.3207723124759828,"Census Tract 9502.02, Jefferson County, Washington"
16,53033,330518,0.15893727008246974,0.12405298820720267,117207.0,124303,0.059773989565050124,0.09309345543143943,87956.0,214981,0.1033786155658676,0.08095879188919723,76491.0,31157,0.01498256834411291,0.018477710956865585,17458.0,2079550,1294359,0.6224226395133563,0.6834170535152951,645702.0,944814.0,0.09799517262037183,0.5574241590504645,-0.21687099942236687,-0.21948459198504056,0.23328060533266437,"Census Tract 1, King County, Washington"
17,53035,11660,0.045283663704716336,0.047861084496000905,9341.0,6159,0.023919561299944075,0.057626979694521165,11247.0,21056,0.08177468464549804,0.038966229267967764,7605.0,4851,0.018839712918660288,0.01161557419467231,2267.0,257488,200165,0.7773760330578512,0.8439301323468379,164709.0,195169.0,0.08561377822158023,1.4091988549412022,-0.523492760175224,0.056917231964518145,-0.3834526967145365,"Census Tract 801.01, Kitsap County, Washington"
18,53037,823,0.01923571345097581,0.04872666842754006,8855.0,474,0.011078649059249737,0.035756735340729,6498.0,3714,0.08680612364146313,0.09473498855432294,17216.0,390,0.009115344162673834,0.012705802077830605,2309.0,42785,36177,0.8455533481360291,0.8080758055995774,146850.0,181728.0,-0.04432309637123277,2.2275356994790934,0.09133992603573149,1.533135490488823,0.3938916458973909,"Census Tract 9751, Kittitas County, Washington"
19,53039,124,0.005924510272336359,0.013834329632792484,567.0,138,0.006593406593406593,0.008076125411736001,331.0,2593,0.12388915432393692,0.11413931926314505,4678.0,622,0.029718107978977545,0.0197389288764182,809.0,20930,17217,0.8225991399904443,0.8442112968159082,34600.0,40985.0,0.026273011695240767,0.22487902077996025,-0.07869805160909138,1.3351009614060216,-0.33579456369223004,"Census Tract 9501, Klickitat County, Washington"
20,53041,867,0.011449474407057209,0.04907116388851522,8025.0,502,0.006629338122655961,0.024569213271533226,4018.0,7885,0.1041281495959009,0.05939292396874121,9713.0,576,0.007606571232370188,0.0063593782484804755,1040.0,75724,63979,0.8448972584649517,0.8606073206227299,140742.0,163538.0,0.01859405034207473,2.7061336768398045,-0.4296170228777476,3.285887905760007,-0.16396257206955656,"Census Tract 9701, Lewis County, Washington"
21,53043,59,0.005713732326166957,0.02047576031315869,476.0,32,0.0030989734650397056,0.01995956467501183,464.0,325,0.03147394925430951,0.05523293328171377,1284.0,134,0.012976951384853769,0.024390243902439025,567.0,10326,9506,0.9205888049583576,0.8799414978276767,20456.0,23247.0,-0.04415359703675681,5.44070202606788,0.7548777509753117,2.5836051015877395,0.8795049144521294,"Census Tract 9601, Lincoln County, Washington"
22,53045,900,0.01473960039305601,0.022067614662562643,1735.0,578,0.00946609891909597,0.01481773549388212,1165.0,6039,0.09890271863740584,0.05752842715779299,4523.0,1790,0.0293154274484114,0.017921192541527818,1409.0,61060,49879,0.8168850311169341,0.8876650301442345,69790.0,78622.0,0.08664621866129951,0.5653476284713534,-0.4183332071113033,0.49716505699563895,-0.3886770857063192,"Census Tract 9400, Mason County, Washington"
23,53047,358,0.008668490762488195,0.013231154207069128,846.0,246,0.005956560691542168,0.008680012511729744,555.0,8306,0.20111867115426524,0.15470753831717235,9892.0,3962,0.09593452625971573,0.05722552392868314,3659.0,41299,27387,0.663139543330347,0.7661557710353456,48988.0,63940.0,0.1553462295245458,0.4572188484631168,-0.2307649139223572,0.5263503843512514,-0.4034939644798877,"Census Tract 9401, Okanogan County, Washington"
24,53049,367,0.017692715614906238,0.028413481543125483,1912.0,59,0.002844333028009449,0.009317600903524936,627.0,1931,0.09309164537434317,0.034877845806336565,2347.0,427,0.020585257677288724,0.0023033941627533736,155.0,20743,17167,0.8276044930820036,0.9250876775842596,62251.0,67292.0,0.11778957861771411,2.2758473820647076,-0.6253386040596378,0.6059423641663535,-0.8881046718548168,"Census Tract 9502, Pacific County, Washington"
25,53051,79,0.006076455657257136,0.014881413734304759,192.0,30,0.002307514806553342,0.011471089753526585,148.0,471,0.03622798246288747,0.017129127267090375,221.0,508,0.039073917390969916,0.013253759107115176,171.0,13001,11566,0.8896238750865318,0.9432646101379633,12170.0,12902.0,0.06029597063839365,3.971187929519971,-0.5271851728249639,1.449028607084761,-0.6608029091503849,"Census Tract 9701, Pend Oreille County, Washington"
26,53053,49113,0.058966545643153526,0.06955037292851253,37197.0,53881,0.06469114991547564,0.10303447321627236,55105.0,92301,0.11081935799907792,0.06633621342467852,35478.0,20649,0.024791810742277542,0.012220911295554962,6536.0,832896,571006,0.6855669855540187,0.7488580291349816,400505.0,534821.0,0.09231926991031547,0.5927135837111484,-0.4014022944869391,0.17948867734950769,-0.5070585435409682,"Census Tract 602, Pierce County, Washington"
27,53057,2155,0.01788752853289064,0.0996819466882068,15796.0,839,0.006964100435775057,0.02230790589660743,3535.0,22786,0.1891346752438265,0.08510450323101777,13486.0,2121,0.017605312305457563,0.011302251615508884,1791.0,120475,90922,0.7546959950197136,0.7816033925686591,123856.0,158464.0,0.03565329314917398,2.2032717078590944,-0.5500322554745516,4.572706509170169,-0.35802038501724054,"Census Tract 9402, Skagit County, Washington"
28,53059,106,0.009367267585719336,0.016149366632646937,269.0,104,0.009190526687875577,0.00768445698505133,128.0,672,0.05938494167550371,0.04970883112205079,828.0,279,0.024655355249204668,0.007624422164855618,127.0,11316,9989,0.8827324142806645,0.9188329230953952,15305.0,16657.0,0.040896321728650875,-0.16387196881883825,-0.16293879021260904,0.7240210642927616,-0.6907599956361785,"Census Tract 9501, Skamania County, Washington"
